sample_id,sample_type,habitat_type,site,watershed,sex,year,run_no
MCCREIGHT_EDNA_1,water_VI,lake,mccreight,amor,NA,2020,
MCCREIGHT_EDNA_2,water_VI,lake,mccreight,amor,NA,2020,
MCCREIGHT_EDNA_3,water_VI,lake,mccreight,amor,NA,2020,
MCCREIGHT_EDNA_4,water_VI,lake,mccreight,amor,NA,2020,
MCNAIR_EDNA_1,water_VI,lake,mcnair,amor,NA,2020,
MCNAIR_EDNA_2,water_VI,lake,mcnair,amor,NA,2020,
MCNAIR_EDNA_3,water_VI,lake,mcnair,amor,NA,2020,
MCNAIR_EDNA_4,water_VI,lake,mcnair,amor,NA,2020,
MERRILL_EDNA_1,water_VI,lake,merrill,campbell,NA,2020,
MERRILL_EDNA_2,water_VI,lake,merrill,campbell,NA,2020,
MERRILL_EDNA_3,water_VI,lake,merrill,campbell,NA,2020,
MERRILL_EDNA_4,water_VI,lake,merrill,campbell,NA,2020,
MOHUN_EDNA_1,water_VI,lake,mohun,mohun,NA,2021,
MOHUN_EDNA_2,water_VI,lake,mohun,mohun,NA,2021,
MOHUN_EDNA_3,water_VI,lake,mohun,mohun,NA,2021,
MOHUN_EDNA_4,water_VI,lake,mohun,mohun,NA,2021,
MUCHALAT_EDNA_1,water_VI,lake,muchalat,gold,NA,2021,
MUCHALAT_EDNA_2,water_VI,lake,muchalat,gold,NA,2021,
MUCHALAT_EDNA_3,water_VI,lake,muchalat,gold,NA,2021,
MUCHALAT_EDNA_4,water_VI,lake,muchalat,gold,NA,2021,
MUD_EDNA_1,water_VI,lake,mud,amor,NA,2020,
MUD_EDNA_2,water_VI,lake,mud,amor,NA,2020,
MUD_EDNA_3,water_VI,lake,mud,amor,NA,2020,
MUD_EDNA_4,water_VI,lake,mud,amor,NA,2020,
STELLA_EDNA_1,water_VI,lake,stella,pye,NA,2022,
STELLA_EDNA_2,water_VI,lake,stella,pye,NA,2022,
STELLA_EDNA_3,water_VI,lake,stella,pye,NA,2022,
STELLA_EDNA_4,water_VI,lake,stella,pye,NA,2022,
UPPCAMP_EDNA_1,water_VI,lake,uppcamp,campbell,NA,2021,
UPPCAMP_EDNA_2,water_VI,lake,uppcamp,campbell,NA,2021,
UPPCAMP_EDNA_3,water_VI,lake,uppcamp,campbell,NA,2021,
UPPCAMP_EDNA_4,water_VI,lake,uppcamp,campbell,NA,2021,
NEG_EXTR_2020_1,neg.control,ext_blank,NA,NA,NA,2020,
NEG_EXTR_2020_2,neg.control,ext_blank,NA,NA,NA,2020,
NEG_EXTR_2020_3,neg.control,ext_blank,NA,NA,NA,2020,
NEG_EXTR_2020_4,neg.control,ext_blank,NA,NA,NA,2020,
NEG_EXTR_EDNA_2020_1,neg.control,ext_blank,NA,NA,NA,2020,
NEG_EXTR_EDNA_2020_2,neg.control,ext_blank,NA,NA,NA,2020,
NEG_PCR_2020_1,neg.control,pcr_pos,NA,NA,NA,2020,
NEG_PCR_2020_2,neg.control,pcr_pos,NA,NA,NA,2020,
NEG_PCR_2020_3,neg.control,pcr_pos,NA,NA,NA,2020,
NEG_EXTR_2021_1,neg.control,ext_blank,NA,NA,NA,2021,
NEG_EXTR_2021_2,neg.control,ext_blank,NA,NA,NA,2021,
NEG_EXTR_2021_3,neg.control,ext_blank,NA,NA,NA,2021,
NEG_PCR_2021_1,neg.control,pcr_pos,NA,NA,NA,2021,
NEG_PCR_2021_2,neg.control,pcr_pos,NA,NA,NA,2021,
NEG_PCR_2021_3,neg.control,pcr_pos,NA,NA,NA,2021,
NEG_EXTR_2022_3,neg.control,ext_blank,NA,NA,NA,2022,
NEG_EXTR_2022_4,neg.control,ext_blank,NA,NA,NA,2022,
NEG_EXTR_EDNA_2022,neg.control,ext_blank,NA,NA,NA,2022,
NEG_PCR_2022_3,neg.control,pcr_pos,NA,NA,NA,2022,
NEG_PCR_2022_4,neg.control,pcr_pos,NA,NA,NA,2022,
TR_01,trout_sierra,trout,Gardisky,,,2021,1
TR_02,trout_sierra,trout,Gardisky,,,2021,1
TR_03,trout_sierra,trout,Gardisky,,,2021,1
TR_05,trout_sierra,trout,Gardisky,,,2021,1
TR_06,trout_sierra,trout,Gardisky,,,2021,1
TR_07,trout_sierra,trout,Gardisky,,,2021,1
TR_08,trout_sierra,trout,Gardisky,,,2021,1
TR_09,trout_sierra,trout,Gardisky,,,2021,1
TR_10,trout_sierra,trout,Gardisky,,,2021,1
TR_11,trout_sierra,trout,Cascade,,,2021,1
TR_12,trout_sierra,trout,Cascade,,,2021,1
TR_13,trout_sierra,trout,Cascade,,,2021,1
TR_14,trout_sierra,trout,Cascade,,,2021,1
TR_15,trout_sierra,trout,Cascade,,,2021,1
TR_16,trout_sierra,trout,Cascade,,,2021,1
TR_17,trout_sierra,trout,Cascade,,,2021,1
TR_18,trout_sierra,trout,Wasco,,,2021,1
TR_19,trout_sierra,trout,Granite 1,,,2021,1
TR_20,trout_sierra,trout,Granite 1,,,2021,1
TR_21,trout_sierra,trout,Granite 1,,,2021,1
TR_22,trout_sierra,trout,Granite 1,,,2021,1
TR_23,trout_sierra,trout,Granite 2,,,2021,1
TR_24,trout_sierra,trout,Granite 2,,,2021,1
TR_25,trout_sierra,trout,Granite 2,,,2021,1
TR_26,trout_sierra,trout,Elizabeth,,,2021,1
TR_27,trout_sierra,trout,Elizabeth,,,2021,1
TR_28,trout_sierra,trout,Elizabeth,,,2021,1
TR_29,trout_sierra,trout,Elizabeth,,,2021,1
TR_30,trout_sierra,trout,Elizabeth,,,2021,1
TR_31,trout_sierra,trout,Blue,,,2021,1
TR_32,trout_sierra,trout,Gaylor 2,,,2021,1
TR_33,trout_sierra,trout,Gaylor 2,,,2021,1
TR_34,trout_sierra,trout,Gaylor 2,,,2021,1
TR_35,trout_sierra,trout,Gaylor 2,,,2021,1
TR_36,trout_sierra,trout,Gaylor 2,,,2021,1
TR_37,trout_sierra,trout,Gaylor 1,,,2021,1
TR_38,trout_sierra,trout,Gaylor 1,,,2021,1
TR_39,trout_sierra,trout,Gaylor 1,,,2021,1
TR_40,trout_sierra,trout,Gaylor 1,,,2021,1
TR_41,trout_sierra,trout,Gaylor 1,,,2021,1
TR_42,trout_sierra,trout,May,,,2021,1
TR_43,trout_sierra,trout,May,,,2021,1
TR_44,trout_sierra,trout,May,,,2021,1
TR_45,trout_sierra,trout,May,,,2021,1
TR_46,trout_sierra,trout,May,,,2021,1
TR_47,trout_sierra,trout,Wasco,,,2021,1
TR_48,trout_sierra,trout,Wasco,,,2021,1
TR_49,trout_sierra,trout,Wasco,,,2021,1
TR_50,trout_sierra,trout,Wasco,,,2021,1
TR_51,trout_sierra,trout,Wasco,,,2021,1
TR_52,trout_sierra,trout,Wasco,,,2021,1
TR_53,trout_sierra,trout,Greenstone,,,2021,1
TR_54,trout_sierra,trout,Greenstone,,,2021,1
TR_55,trout_sierra,trout,Greenstone,,,2021,1
TR_56,trout_sierra,trout,Greenstone,,,2021,1
TR_57,trout_sierra,trout,Greenstone,,,2021,1
TR_58,trout_sierra,trout,Greenstone,,,2021,1
TR_59,trout_sierra,trout,Greenstone,,,2021,1
TR_60,trout_sierra,trout,Sunrise 3,,,2021,1
TR_61,trout_sierra,trout,Sunrise 3,,,2021,1
TR_62,trout_sierra,trout,Sunrise 3,,,2021,1
TR_63,trout_sierra,trout,Sunrise 3,,,2021,1
TR_64,trout_sierra,trout,Sunrise 3,,,2021,1
TR_65,trout_sierra,trout,Sunrise 3,,,2021,1
TR_66,trout_sierra,trout,Helen,,,2021,1
TR_67,trout_sierra,trout,Helen,,,2021,1
TR_68,trout_sierra,trout,Helen,,,2021,1
TR_69,trout_sierra,trout,Helen,,,2021,1
TR_70,trout_sierra,trout,Helen,,,2021,1
TR_71,trout_sierra,trout,Spillway,,,2021,1
TR_72,trout_sierra,trout,Spillway,,,2021,1
TR_73,trout_sierra,trout,Spillway,,,2021,1
TR_74,trout_sierra,trout,Spillway,,,2021,1
TR_75,trout_sierra,trout,Spillway,,,2021,1
TR_76,trout_sierra,trout,Spillway,,,2021,1
TR_77,trout_sierra,trout,Spillway,,,2021,1
TR_78,trout_sierra,trout,Sunrise 1,,,2021,1
TR_80,trout_sierra,trout,Sunrise 1,,,2021,1
TR_81,trout_sierra,trout,Sunrise 1,,,2021,1
TR_82,trout_sierra,trout,Sunrise 1,,,2021,1
TR_BL1,neg.control,ext_blank,,,,,1
TR_BL2,neg.control,ext_blank,,,,,1
TR_BL3,neg.control,ext_blank,,,,,1
TR_BL4,neg.control,ext_blank,,,,,1
TR_BL5,neg.control,ext_blank,,,,,1
TR_BL6,neg.control,ext_blank,,,,,1
TR_PCRPOS,pos.control,pcr_pos,,,,,1
TR_PCRNEG1,neg.control,pcr_neg,,,,,1
TR_PCRNEG2,neg.control,pcr_neg,,,,,1
TR_01,trout_sierra,trout,Gardisky,,,2021,2
TR_10,trout_sierra,trout,Gardisky,,,2021,2
TR_100,trout_sierra,trout,Gaylor 1,,,2022,2
TR_101,trout_sierra,trout,Gaylor 1,,,2022,2
TR_102,trout_sierra,trout,Gaylor 1,,,2022,2
TR_103,trout_sierra,trout,Gaylor 1,,,2022,2
TR_104,trout_sierra,trout,Gaylor 1,,,2022,2
TR_105,trout_sierra,trout,Gaylor 1,,,2022,2
TR_106,trout_sierra,trout,Gaylor 1,,,2022,2
TR_107,trout_sierra,trout,Helen,,,2022,2
TR_108,trout_sierra,trout,Helen,,,2022,2
TR_109,trout_sierra,trout,Helen,,,2022,2
TR_110,trout_sierra,trout,Helen,,,2022,2
TR_111,trout_sierra,trout,Helen,,,2022,2
TR_112,trout_sierra,trout,Helen,,,2022,2
TR_113,trout_sierra,trout,Spillway,,,2022,2
TR_114,trout_sierra,trout,Spillway,,,2022,2
TR_115,trout_sierra,trout,Spillway,,,2022,2
TR_116,trout_sierra,trout,Spillway,,,2022,2
TR_117,trout_sierra,trout,Spillway,,,2022,2
TR_118,trout_sierra,trout,Spillway,,,2022,2
TR_119,trout_sierra,trout,Spillway,,,2022,2
TR_120,trout_sierra,trout,Spillway,,,2022,2
TR_121,trout_sierra,trout,Greenstone,,,2022,2
TR_122,trout_sierra,trout,Greenstone,,,2022,2
TR_123,trout_sierra,trout,Greenstone,,,2022,2
TR_124,trout_sierra,trout,Greenstone,,,2022,2
TR_125,trout_sierra,trout,Greenstone,,,2022,2
TR_126,trout_sierra,trout,Greenstone,,,2022,2
TR_127A,trout_sierra,trout,Greenstone,,,2022,2
TR_127B,trout_sierra,trout,Greenstone,,,2022,2
TR_129,trout_sierra,trout,Greenstone,,,2022,2
TR_130,trout_sierra,trout,Greenstone,,,2022,2
TR_131,trout_sierra,trout,Greenstone,,,2022,2
TR_132,trout_sierra,trout,Greenstone,,,2022,2
TR_133,trout_sierra,trout,Greenstone,,,2022,2
TR_134,trout_sierra,trout,Granite 2,,,2022,2
TR_135,trout_sierra,trout,Granite 2,,,2022,2
TR_136,trout_sierra,trout,Granite 2,,,2022,2
TR_137,trout_sierra,trout,Granite 2,,,2022,2
TR_138,trout_sierra,trout,Granite 2,,,2022,2
TR_139,trout_sierra,trout,Granite 2,,,2022,2
TR_14,trout_sierra,trout,Cascade,,,2021,2
TR_140,trout_sierra,trout,Granite 2,,,2022,2
TR_141,trout_sierra,trout,Gardisky,,,2022,2
TR_142,trout_sierra,trout,Gardisky,,,2022,2
TR_143,trout_sierra,trout,Helen,,,2022,2
TR_145,trout_sierra,trout,Sunrise 3,,,2022,2
TR_146,trout_sierra,trout,Sunrise 3,,,2022,2
TR_148,trout_sierra,trout,Sunrise 3,,,2022,2
TR_149,trout_sierra,trout,Sunrise 3,,,2022,2
TR_150,trout_sierra,trout,Sunrise 3,,,2022,2
TR_151,trout_sierra,trout,Sunrise 3,,,2022,2
TR_152,trout_sierra,trout,Sunrise 3,,,2022,2
TR_153,trout_sierra,trout,May,,,2022,2
TR_154,trout_sierra,trout,May,,,2022,2
TR_155,trout_sierra,trout,Granite 1,,,2022,2
TR_156,trout_sierra,trout,Granite 1,,,2022,2
TR_157,trout_sierra,trout,Granite 1,,,2022,2
TR_158,trout_sierra,trout,Granite 1,,,2022,2
TR_159,trout_sierra,trout,Granite 1,,,2022,2
TR_160,trout_sierra,trout,Granite 1,,,2022,2
TR_161,trout_sierra,trout,Granite 1,,,2022,2
TR_162,trout_sierra,trout,Granite 1,,,2022,2
TR_163,trout_sierra,trout,Granite 1,,,2022,2
TR_164,trout_sierra,trout,Granite 1,,,2022,2
TR_165,trout_sierra,trout,Granite 1,,,2022,2
TR_166,trout_sierra,trout,Gardisky,,,2022,2
TR_167,trout_sierra,trout,Cascade,,,2022,2
TR_168,trout_sierra,trout,Cascade,,,2022,2
TR_169,trout_sierra,trout,Cascade,,,2022,2
TR_170,trout_sierra,trout,Cascade,,,2022,2
TR_171,trout_sierra,trout,Cascade,,,2022,2
TR_172,trout_sierra,trout,Cascade,,,2022,2
TR_173,trout_sierra,trout,Cascade,,,2022,2
TR_174,trout_sierra,trout,Lukens,,,2022,2
TR_175,trout_sierra,trout,Lukens,,,2022,2
TR_176,trout_sierra,trout,Elizabeth,,,2022,2
TR_177,trout_sierra,trout,Elizabeth,,,2022,2
TR_178,trout_sierra,trout,Elizabeth,,,2022,2
TR_179,trout_sierra,trout,Elizabeth,,,2022,2
TR_180,trout_sierra,trout,Elizabeth,,,2022,2
TR_181,trout_sierra,trout,Elizabeth,,,2022,2
TR_182,trout_sierra,trout,Elizabeth,,,2022,2
TR_183,trout_sierra,trout,Wasco,,,2022,2
TR_184,trout_sierra,trout,Wasco,,,2022,2
TR_185,trout_sierra,trout,Wasco,,,2022,2
TR_186,trout_sierra,trout,Wasco,,,2022,2
TR_187,trout_sierra,trout,Lukens,,,2022,2
TR_188,trout_sierra,trout,Sunrise 1,,,2022,2
TR_189,trout_sierra,trout,Lukens,,,2022,2
TR_190,trout_sierra,trout,Lukens,,,2022,2
TR_191,trout_sierra,trout,Lukens,,,2022,2
TR_36,trout_sierra,trout,Gaylor 2,,,2021,2
TR_41,trout_sierra,trout,Gaylor 1,,,2021,2
TR_48,trout_sierra,trout,Wasco,,,2021,2
TR_49,trout_sierra,trout,Wasco,,,2021,2
TR_52,trout_sierra,trout,Wasco,,,2021,2
TR_57,trout_sierra,trout,Greenstone,,,2021,2
TR_61,trout_sierra,trout,Sunrise 3,,,2021,2
TR_65,trout_sierra,trout,Sunrise 3,,,2021,2
TR_74,trout_sierra,trout,Spillway,,,2021,2
TR_83,trout_sierra,trout,Gaylor 2,,,2022,2
TR_84,trout_sierra,trout,Gaylor 2,,,2022,2
TR_85,trout_sierra,trout,Gaylor 2,,,2022,2
TR_86,trout_sierra,trout,Gaylor 2,,,2022,2
TR_87,trout_sierra,trout,Gaylor 2,,,2022,2
TR_88,trout_sierra,trout,Gaylor 2,,,2022,2
TR_89,trout_sierra,trout,Gaylor 2,,,2022,2
TR_90,trout_sierra,trout,Gaylor 2,,,2022,2
TR_91,trout_sierra,trout,Gaylor 2,,,2022,2
TR_92,trout_sierra,trout,Gaylor 2,,,2022,2
TR_93,trout_sierra,trout,Gaylor 2,,,2022,2
TR_94,trout_sierra,trout,Gaylor 2,,,2022,2
TR_95,trout_sierra,trout,Gaylor 1,,,2022,2
TR_96,trout_sierra,trout,Gaylor 1,,,2022,2
TR_97,trout_sierra,trout,Gaylor 1,,,2022,2
TR_98,trout_sierra,trout,Gaylor 1,,,2022,2
TR_99,trout_sierra,trout,Gaylor 1,,,2022,2
TR_BL1,neg.control,ext_blank,,,,,2
TR_BL2,neg.control,ext_blank,,,,,2
TR_BL3,neg.control,ext_blank,,,,,2
TR_BL4,neg.control,ext_blank,,,,,2
TR_BL5,neg.control,ext_blank,,,,,2
TR_PCRNEG1,neg.control,pcr_neg,,,,,2
TR_PCRNEG2,neg.control,pcr_neg,,,,,2
TR_PCRNEG3,neg.control,pcr_neg,,,,,2
TR_PCRNEG4,neg.control,pcr_neg,,,,,2
TR_PCRPOS,pos.control,pcr_pos,,,,,2
TR_PCRPOS2,pos.control,pcr_pos,,,,,2
01_16S,water_sierra,lake,Gardisky,,,2021,3
10_16S,water_sierra,lake,Greenstone,,,2017,3
100_16S,water_sierra,lake,Gaylor 1,,,2019,3
102_16S,water_sierra,lake,May,,,2019,3
103_16S,water_sierra,lake,Elizabeth,,,2019,3
105_16S,water_sierra,lake,Sunrise 3,,,2019,3
12_16S,water_sierra,lake,Gaylor 2,,,2017,3
14_16S,water_sierra,lake,Gaylor 2,,,2016,3
16_16S,water_sierra,lake,Elizabeth,,,2017,3
19_16S,water_sierra,lake,Spillway,,,2016,3
20_16S,water_sierra,lake,Cascade,,,2016,3
23_16S,water_sierra,lake,Sunrise 3,,,2016,3
27_16S,water_sierra,lake,Gardisky,,,2017,3
28_16S,water_sierra,lake,Greenstone,,,2021,3
33_16S,water_sierra,lake,Elizabeth,,,2021,3
34_16S,water_sierra,lake,May,,,2016,3
35_16S,water_sierra,lake,Elizabeth,,,2016,3
39_16S,water_sierra,lake,May,,,2017,3
40_16S,water_sierra,lake,Sunrise 1,,,2017,3
41_16S,water_sierra,lake,Sunrise 1,,,2016,3
42_16S,water_sierra,lake,Granite 1,,,2021,3
43_16S,water_sierra,lake,Gaylor 1,,,2017,3
44_16S,water_sierra,lake,Spillway,,,2017,3
45_16S,water_sierra,lake,Gaylor 2,,,2021,3
46_16S,water_sierra,lake,Greenstone,,,2016,3
57_16S,water_sierra,lake,Cascade,,,2021,3
63_16S,water_sierra,lake,Gaylor 1,,,2021,3
65_16S,water_sierra,lake,Gardisky,,,2016,3
66_16S,water_sierra,lake,Sunrise 1,,,2021,3
68_16S,water_sierra,lake,Helen,,,2017,3
73_16S,water_sierra,lake,Sunrise 1,,,2017,3
74_16S,water_sierra,lake,Granite 2,,,2021,3
78_16S,water_sierra,lake,May,,,2021,3
82_16S,water_sierra,lake,Gaylor 1,,,2016,3
84_16S,water_sierra,lake,Gaylor 2,,,2019,3
85_16S,water_sierra,lake,Spillway,,,2019,3
94_16S,water_sierra,lake,Sunrise 1,,,2019,3
95_16S,water_sierra,lake,Helen,,,2019,3
96_16S,water_sierra,lake,Gardisky,,,2019,3
97_16S,water_sierra,lake,Granite 1,,,2019,3
51_16S,neg.control,ext_blank,,,,,3
15_16S,neg.control,ext_blank,,,,,3
76_16S,neg.control,ext_blank,,,,,3
53_16S,pos.control,pcr_pos,,,,,3
91_16S,pos.control,pcr_pos,,,,,3
165_16S,pos.control,pcr_pos,,,,,3
75_16S,neg.control,pcr_neg,,,,,3
22_16S,neg.control,pcr_neg,,,,,3
89_16S,neg.control,pcr_neg,,,,,3
104_16S,neg.control,pcr_neg,,,,,3
124_16S,neg.control,pcr_neg,,,,,3
183_16S,neg.control,pcr_neg,,,,,3
05_16S,water_sierra,lake,Lukens,,,2017,3
55_16S,water_sierra,lake,Lukens,,,2016,3
59_16S,water_sierra,lake,Lukens,,,2017,3
93_16S,water_sierra,lake,Lukens,,,2019,3
YoTB_587,water_sierra,lake,Gaylor 2,,,2021,4
YoTB_589,water_sierra,lake,Sunrise 3,,,2021,4
YoTB_590,water_sierra,lake,Sunrise 1,,,2021,4
YoTB_594,water_sierra,lake,Granite 1,,,2021,4
YoTB_596,water_sierra,lake,May,,,2021,4
YoTB_597,water_sierra,lake,Greenstone,,,2021,4
YoTB_601,water_sierra,lake,Granite 2,,,2021,4
YoTB_602,water_sierra,lake,Helen,,,2021,4
YoTB_603,water_sierra,lake,Wasco,,,2021,4
YoTB_605,water_sierra,lake,Gaylor 1,,,2021,4
YoTB_606,water_sierra,lake,Elizabeth,,,2021,4
YoTB_609,water_sierra,lake,Cascade,,,2021,4
YoTB_610,water_sierra,lake,Gardisky,,,2021,4
YoTB_613,water_sierra,lake,Spillway,,,2021,4
YoTB_623,trout_sierra,trout,Wasco,,,2022,4
YoTB_624,trout_sierra,trout,Gaylor 2,,,2022,4
YoTB_625,water_sierra,lake,Wasco,,,2022,4
YoTB_626,trout_sierra,trout,Gardisky,,,2021,4
YoTB_627,trout_sierra,trout,Wasco,,,2021,4
YoTB_628,trout_sierra,trout,Wasco,,,2021,4
YoTB_629,trout_sierra,trout,Gardisky,,,2021,4
YoTB_630,trout_sierra,trout,Sunrise 3,,,2022,4
YoTB_631,trout_sierra,trout,Helen,,,2022,4
YoTB_632,water_sierra,lake,Gaylor 2,,,2022,4
YoTB_634,water_sierra,lake,Cascade,,,2022,4
YoTB_636,trout_sierra,trout,Gaylor 2,,,2021,4
YoTB_638,water_sierra,lake,Granite 1,,,2022,4
YoTB_639,water_sierra,lake,Granite 2,,,2022,4
YoTB_640,water_sierra,lake,Lukens,,,2022,4
YoTB_641,water_sierra,lake,Gaylor 1,,,2022,4
YoTB_643,water_sierra,lake,Greenstone,,,2022,4
YoTB_648,water_sierra,lake,Sunrise 3,,,2022,4
YoTB_649,water_sierra,lake,Helen,,,2022,4
YoTB_650,water_sierra,lake,Elizabeth,,,2022,4
YoTB_652,water_sierra,lake,Spillway,,,2022,4
YoTB_653,water_sierra,lake,Sunrise 1,,,2022,4
YoTB_661,water_sierra,lake,May,,,2022,4
YoTB_662,water_sierra,lake,Gardisky,,,2022,4